"""","011 耕種農業","012 畜産","013 農業サービス","015 林業","017 漁業","061 金属鉱物","062 石炭・原油・天然ガス","063 非金属鉱物","111 食料品","112 飲料","113 飼料・有機質肥料（別掲を除く。）","114 たばこ","151 繊維工業製品","152 衣服・その他の繊維既製品","161 木材・木製品","162 家具・装備品","163 パルプ・紙・板紙・加工紙","164 紙加工品","191 印刷・製版・製本","201 化学肥料","202 無機化学工業製品","203 石油化学基礎製品","204 有機化学工業製品（石油化学基礎製品を除く。）","205 合成樹脂","206 化学繊維","207 医薬品","208 化学最終製品（医薬品を除く。）","211 石油製品","212 石炭製品","221 プラスチック製品","222 ゴム製品","231 なめし革・毛皮・同製品","251 ガラス・ガラス製品","252 セメント・セメント製品","253 陶磁器","259 その他の窯業・土石製品","261 銑鉄・粗鋼","262 鋼材","263 鋳鍛造品","269 その他の鉄鋼製品","271 非鉄金属製錬・精製","272 非鉄金属加工製品","281 建設・建築用金属製品","289 その他の金属製品","291 はん用機械","301 生産用機械","311 業務用機械","321 電子デバイス","329 その他の電子部品","331 産業用電気機器","332 民生用電気機器","333 電子応用装置・電気計測器","339 その他の電気機械","341 通信機械・同関連機器","342 電子計算機・同附属装置","351 乗用車","352 その他の自動車","353 自動車部品・同附属品","354 船舶・同修理","359 その他の輸送機械・同修理","391 その他の製造工業製品","392 再生資源回収・加工処理","411 建築","412 建設補修","413 公共事業","419 その他の土木建設","461 電力","462 ガス・熱供給","471 水道","481 廃棄物処理","511 商業","531 金融・保険","551 不動産仲介及び賃貸","552 住宅賃貸料","553 住宅賃貸料（帰属家賃）","571 鉄道輸送","572 道路輸送（自家輸送を除く。）","573 自家輸送","574 水運","575 航空輸送","576 貨物利用運送","577 倉庫","578 運輸附帯サービス","579 郵便・信書便","591 通信","592 放送","593 情報サービス","594 インターネット附随サービス","595 映像・音声・文字情報制作","611 公務","631 教育","632 研究","641 医療","642 保健衛生","643 社会保険・社会福祉","644 介護","659 その他の非営利団体サービス","661 物品賃貸サービス","662 広告","663 自動車整備・機械修理","669 その他の対事業所サービス","671 宿泊業","672 飲食サービス","673 洗濯・理容・美容・浴場業","674 娯楽サービス","679 その他の対個人サービス","681 事務用品","691 分類不明","700 内生部門計","711 家計外消費支出(列)","721 民間消費支出","731 一般政府消費支出","732 一般政府消費支出（社会資本等減耗分）","741 県内総固定資本形成（公的）","751 県内総固定資本形成（民間）","761 在庫純増","771 調整項","780 県内最終需要計","790 県内需要合計","810 移輸出","820 最終需要計","830 需要合計","870 （控除）移輸入","880 最終需要部門計","970 県内生産額"
"331 産業用電気機器","0.0","1.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","14.0","0.0","14168.0","1879.0","103.0","0.0","18.0","1225.0","61.0","11.0","46.0","39.0","3.0","0.0","0.0","93.0","189.0","7.0","1.0","0.0","460.0","152.0","186.0","185.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1397.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","47.0","20298.0","0.0","88.0","0.0","0.0","682.0","16070.0","43.0","50.0","16933.0","37231.0","3491.0","20424.0","40722.0","-34419.0","-13995.0","6303.0"
"332 民生用電気機器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","252.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","1.0","0.0","0.0","595.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","146.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","485.0","2.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","1503.0","302.0","23612.0","0.0","0.0","26.0","2296.0","-102.0","1.0","26135.0","27638.0","3081.0","29216.0","30719.0","-27628.0","1588.0","3091.0"
"333 電子応用装置・電気計測器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","74.0","218.0","48.0","0.0","0.0","23.0","0.0","29.0","0.0","0.0","0.0","0.0","0.0","0.0","38.0","1.0","0.0","0.0","23.0","2.0","37.0","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","188.0","0.0","0.0","54.0","0.0","0.0","0.0","1.0","0.0","0.0","220.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","992.0","0.0","44.0","0.0","0.0","763.0","4666.0","-104.0","31.0","5400.0","6392.0","935.0","6335.0","7327.0","-6311.0","24.0","1016.0"
"339 その他の電気機械","1.0","1.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","3.0","134.0","96.0","49.0","2.0","108.0","39.0","30.0","3.0","1410.0","3.0","0.0","0.0","0.0","10.0","14.0","4.0","41.0","0.0","884.0","137.0","171.0","78.0","1.0","0.0","6.0","0.0","114.0","1.0","4.0","2.0","0.0","2.0","2.0","15.0","11.0","0.0","0.0","0.0","9.0","0.0","0.0","10.0","0.0","0.0","8.0","54.0","108.0","29.0","16.0","1.0","0.0","1.0","0.0","1.0","0.0","431.0","8.0","6.0","6.0","1.0","41.0","4.0","0.0","265.0","4399.0","44.0","4912.0","0.0","0.0","485.0","3006.0","1861.0","386.0","10694.0","15093.0","28017.0","38711.0","43110.0","-7758.0","30953.0","35352.0"
"341 通信機械・同関連機器","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","4.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","7.0","0.0","17.0","15.0","1.0","0.0","1.0","0.0","0.0","0.0","5.0","32.0","0.0","0.0","0.0","0.0","65.0","3.0","4.0","2.0","331.0","30.0","310.0","134.0","5.0","0.0","1.0","1.0","222.0","45.0","17.0","13.0","0.0","1.0","29.0","0.0","9.0","0.0","1.0","0.0","1.0","0.0","1.0","2.0","10.0","0.0","4.0","402.0","6.0","22.0","13.0","0.0","8.0","0.0","7.0","4.0","2.0","173.0","66.0","1.0","42.0","1.0","12.0","2.0","0.0","0.0","2093.0","568.0","25089.0","0.0","0.0","4404.0","14714.0","-1086.0","0.0","43689.0","45782.0","1248.0","44937.0","47030.0","-45782.0","-845.0","1248.0"
"342 電子計算機・同附属装置","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","124.0","0.0","5621.0","0.0","0.0","730.0","5637.0","-323.0","6.0","11671.0","11795.0","185.0","11856.0","11980.0","-11780.0","76.0","200.0"
"351 乗用車","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","38021.0","0.0","0.0","250.0","11298.0","-605.0","0.0","48964.0","48964.0","0.0","48964.0","48964.0","-48964.0","0.0","0.0"
"352 その他の自動車","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","71.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","437.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","508.0","0.0","3061.0","0.0","0.0","335.0","17685.0","-527.0","0.0","20554.0","21062.0","0.0","20554.0","21062.0","-21062.0","-508.0","0.0"
"353 自動車部品・同附属品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1592.0","0.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11761.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13415.0","0.0","75.0","0.0","0.0","0.0","0.0","-297.0","23.0","-199.0","13216.0","3731.0","3532.0","16947.0","-13185.0","-9653.0","3762.0"
"354 船舶・同修理","0.0","0.0","0.0","0.0","707.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1841.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1134.0","0.0","0.0","0.0","25.0","0.0","0.0","0.0","0.0","0.0","0.0","482.0","7.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","4201.0","0.0","68.0","0.0","0.0","364.0","2866.0","-83.0","122.0","3337.0","7538.0","5740.0","9077.0","13278.0","-944.0","8133.0","12334.0"
"359 その他の輸送機械・同修理","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","400.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1003.0","0.0","0.0","0.0","140.0","0.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","1498.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","356.0","1.0","0.0","0.0","0.0","0.0","9.0","0.0","0.0","3416.0","0.0","917.0","0.0","0.0","505.0","7596.0","18.0","1.0","9037.0","12453.0","1500.0","10537.0","13953.0","-12403.0","-1866.0","1550.0"
"391 その他の製造工業製品","52.0","0.0","1.0","3.0","89.0","0.0","0.0","5.0","44.0","69.0","0.0","0.0","25.0","271.0","51.0","96.0","3.0","3.0","1.0","0.0","1.0","2.0","48.0","1.0","0.0","0.0","84.0","0.0","2.0","8.0","2.0","7.0","0.0","11.0","0.0","7.0","2.0","881.0","6.0","4.0","0.0","25.0","2.0","3.0","36.0","22.0","28.0","0.0","13.0","4.0","1.0","4.0","21.0","4.0","0.0","0.0","0.0","2.0","7.0","0.0","685.0","0.0","240.0","280.0","386.0","142.0","2.0","0.0","20.0","29.0","158.0","41.0","2.0","1.0","0.0","0.0","20.0","1.0","20.0","0.0","0.0","1.0","5.0","0.0","130.0","26.0","54.0","2.0","164.0","348.0","469.0","593.0","88.0","3.0","231.0","234.0","268.0","143.0","7.0","81.0","476.0","79.0","232.0","112.0","327.0","311.0","1299.0","147.0","9808.0","1149.0","10297.0","0.0","0.0","407.0","4351.0","-178.0","60.0","16086.0","25894.0","16087.0","32173.0","41981.0","-22403.0","9770.0","19578.0"
"392 再生資源回収・加工処理","21.0","2.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","13.0","12.0","0.0","3.0","0.0","43.0","0.0","4.0","0.0","0.0","22.0","56.0","0.0","55.0","0.0","0.0","0.0","4.0","50.0","2091.0","597.0","0.0","0.0","1.0","167.0","0.0","6.0","7723.0","2526.0","37.0","285.0","66.0","780.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","426.0","347.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0.0","15375.0","0.0","435.0","0.0","0.0","0.0","0.0","0.0","0.0","435.0","15810.0","0.0","435.0","15810.0","0.0","435.0","15810.0"
"411 建築","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40006.0","139811.0","0.0","0.0","179817.0","179817.0","0.0","179817.0","179817.0","0.0","179817.0","179817.0"
"412 建設補修","496.0","12.0","16.0","14.0","14.0","0.0","0.0","12.0","83.0","21.0","0.0","0.0","129.0","46.0","37.0","47.0","54.0","79.0","23.0","3.0","141.0","166.0","241.0","36.0","0.0","15.0","1053.0","162.0","100.0","172.0","33.0","2.0","0.0","199.0","0.0","81.0","2137.0","1828.0","11.0","110.0","7.0","128.0","139.0","109.0","478.0","212.0","21.0","0.0","72.0","16.0","4.0","1.0","100.0","3.0","0.0","0.0","0.0","3.0","13.0","18.0","34.0","5.0","141.0","65.0","82.0","20.0","3748.0","784.0","1425.0","96.0","2040.0","607.0","696.0","1740.0","11431.0","303.0","119.0","1408.0","182.0","0.0","12.0","183.0","702.0","11.0","630.0","156.0","9.0","26.0","42.0","3304.0","1168.0","386.0","1022.0","19.0","294.0","286.0","130.0","51.0","1.0","72.0","211.0","117.0","224.0","94.0","331.0","194.0","0.0","1.0","43499.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43499.0","0.0","0.0","43499.0","0.0","0.0","43499.0"
"413 公共事業","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","142432.0","0.0","0.0","0.0","142432.0","142432.0","0.0","142432.0","142432.0","0.0","142432.0","142432.0"
"419 その他の土木建設","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","52937.0","0.0","0.0","52937.0","52937.0","0.0","52937.0","52937.0","0.0","52937.0","52937.0"
"461 電力","400.0","40.0","189.0","63.0","113.0","0.0","0.0","48.0","1502.0","473.0","10.0","0.0","1011.0","308.0","442.0","144.0","57.0","135.0","142.0","30.0","4721.0","250.0","1921.0","46.0","2.0","44.0","2700.0","3666.0","750.0","654.0","173.0","11.0","2.0","1506.0","0.0","285.0","6822.0","8525.0","120.0","260.0","97.0","859.0","305.0","437.0","2051.0","661.0","174.0","4.0","267.0","35.0","19.0","5.0","387.0","6.0","1.0","0.0","0.0","32.0","100.0","19.0","107.0","408.0","652.0","85.0","376.0","252.0","22626.0","272.0","1889.0","1107.0","10347.0","627.0","1420.0","468.0","0.0","494.0","430.0","84.0","56.0","4.0","7.0","560.0","313.0","41.0","1210.0","77.0","30.0","13.0","34.0","1794.0","3105.0","499.0","2167.0","80.0","1213.0","887.0","142.0","122.0","18.0","230.0","559.0","1200.0","1750.0","546.0","1607.0","1154.0","0.0","1322.0","105408.0","26.0","42541.0","0.0","0.0","0.0","0.0","0.0","0.0","42567.0","147975.0","47762.0","90329.0","195737.0","-19438.0","70891.0","176299.0"
"462 ガス・熱供給","1.0","0.0","5.0","0.0","0.0","0.0","0.0","0.0","301.0","173.0","3.0","0.0","315.0","39.0","3.0","10.0","8.0","17.0","8.0","12.0","77.0","11.0","160.0","11.0","0.0","18.0","1263.0","4.0","73.0","217.0","31.0","0.0","1.0","12.0","0.0","12.0","407.0","2557.0","21.0","26.0","0.0","153.0","83.0","131.0","472.0","101.0","24.0","1.0","30.0","10.0","0.0","1.0","134.0","1.0","0.0","0.0","0.0","12.0","8.0","1.0","15.0","42.0","174.0","50.0","100.0","39.0","43.0","187.0","43.0","97.0","2923.0","186.0","179.0","16.0","0.0","11.0","71.0","17.0","38.0","1.0","1.0","2.0","35.0","7.0","143.0","18.0","2.0","4.0","7.0","747.0","489.0","493.0","687.0","27.0","421.0","431.0","92.0","5.0","1.0","181.0","194.0","885.0","1747.0","173.0","95.0","250.0","0.0","0.0","18327.0","7.0","5364.0","0.0","0.0","0.0","0.0","0.0","0.0","5371.0","23698.0","0.0","5371.0","23698.0","-693.0","4678.0","23005.0"
"471 水道","25.0","16.0","16.0","3.0","5.0","0.0","0.0","6.0","336.0","123.0","0.0","0.0","99.0","17.0","17.0","9.0","12.0","21.0","6.0","4.0","76.0","74.0","325.0","22.0","0.0","31.0","353.0","171.0","221.0","55.0","10.0","2.0","0.0","44.0","0.0","8.0","139.0","725.0","1.0","16.0","2.0","43.0","26.0","19.0","178.0","78.0","9.0","0.0","17.0","3.0","2.0","0.0","40.0","1.0","0.0","0.0","0.0","1.0","14.0","3.0","11.0","41.0","129.0","58.0","70.0","42.0","64.0","44.0","2957.0","299.0","1552.0","358.0","180.0","28.0","0.0","90.0","140.0","841.0","39.0","0.0","2.0","23.0","215.0","6.0","610.0","8.0","2.0","5.0","10.0","968.0","1568.0","688.0","1715.0","32.0","535.0","851.0","156.0","10.0","1.0","73.0","118.0","591.0","1442.0","483.0","316.0","233.0","0.0","601.0","21629.0","18.0","25889.0","-8220.0","936.0","0.0","0.0","0.0","0.0","18623.0","40252.0","0.0","18623.0","40252.0","-210.0","18413.0","40042.0"
"481 廃棄物処理","0.0","3.0","8.0","0.0","0.0","0.0","0.0","3.0","47.0","7.0","1.0","0.0","29.0","2.0","6.0","2.0","4.0","6.0","5.0","3.0","155.0","130.0","24.0","6.0","0.0","23.0","357.0","0.0","17.0","1.0","1.0","1.0","0.0","52.0","0.0","54.0","129.0","7.0","0.0","0.0","0.0","11.0","3.0","1.0","122.0","2.0","1.0","0.0","5.0","1.0","0.0","0.0","19.0","0.0","0.0","0.0","0.0","0.0","8.0","13.0","1.0","0.0","50.0","0.0","459.0","201.0","1693.0","27.0","45.0","0.0","653.0","514.0","5.0","0.0","0.0","196.0","155.0","0.0","74.0","1.0","6.0","13.0","199.0","7.0","632.0","127.0","2.0","6.0","9.0","6147.0","722.0","148.0","924.0","72.0","239.0","302.0","2.0","11.0","0.0","45.0","16.0","1592.0","1484.0","250.0","514.0","420.0","0.0","377.0","19609.0","0.0","954.0","6630.0","1505.0","0.0","0.0","0.0","0.0","9089.0","28698.0","0.0","9089.0","28698.0","-3562.0","5527.0","25136.0"
"511 商業","7201.0","228.0","238.0","189.0","894.0","0.0","0.0","79.0","14777.0","4395.0","116.0","0.0","3432.0","2811.0","2536.0","1687.0","1937.0","1943.0","1016.0","34.0","828.0","1049.0","3409.0","231.0","1.0","454.0","16843.0","4343.0","1383.0","3301.0","862.0","111.0","3.0","1020.0","1.0","456.0","7794.0","15878.0","102.0","2118.0","25.0","2748.0","2997.0","1873.0","12736.0","3814.0","814.0","7.0","574.0","408.0","213.0","45.0","2464.0","51.0","9.0","0.0","0.0","202.0","962.0","85.0","2121.0","87.0","13296.0","3944.0","7984.0","2724.0","2564.0","417.0","918.0","439.0","8794.0","1437.0","187.0","340.0","256.0","54.0","1281.0","7341.0","903.0","9.0","21.0","119.0","321.0","56.0","625.0","68.0","208.0","19.0","407.0","3191.0","1411.0","2442.0","15436.0","248.0","2795.0","2247.0","2647.0","302.0","38.0","4673.0","1317.0","3296.0","15814.0","986.0","1323.0","1509.0","2113.0","5829.0","258284.0","10125.0","343242.0","87.0","0.0","2392.0","34021.0","1557.0","0.0","391424.0","649708.0","66680.0","458104.0","716388.0","-228824.0","229280.0","487564.0"
"531 金融・保険","372.0","24.0","47.0","44.0","134.0","0.0","0.0","103.0","654.0","236.0","5.0","0.0","742.0","370.0","250.0","234.0","75.0","149.0","93.0","7.0","183.0","294.0","442.0","27.0","0.0","60.0","1674.0","1891.0","305.0","103.0","48.0","4.0","0.0","241.0","0.0","107.0","1619.0","2116.0","11.0","97.0","6.0","274.0","460.0","221.0","1135.0","679.0","147.0","1.0","64.0","28.0","15.0","4.0","271.0","5.0","1.0","0.0","0.0","12.0","161.0","10.0","484.0","29.0","2164.0","308.0","2777.0","871.0","3897.0","119.0","146.0","193.0","7944.0","11197.0","4539.0","6258.0","28774.0","732.0","1022.0","2686.0","1312.0","14.0","39.0","62.0","362.0","9.0","958.0","48.0","40.0","9.0","34.0","10248.0","90.0","329.0","2071.0","85.0","368.0","632.0","3750.0","1289.0","15.0","527.0","409.0","779.0","651.0","73.0","525.0","180.0","0.0","1352.0","116655.0","1.0","121004.0","0.0","0.0","0.0","0.0","0.0","0.0","121005.0","237660.0","4690.0","125695.0","242350.0","-35329.0","90366.0","207021.0"
"551 不動産仲介及び賃貸","73.0","0.0","95.0","8.0","11.0","0.0","0.0","14.0","238.0","54.0","1.0","0.0","72.0","122.0","53.0","113.0","12.0","27.0","52.0","1.0","85.0","117.0","116.0","10.0","0.0","40.0","410.0","150.0","40.0","149.0","32.0","3.0","0.0","110.0","0.0","18.0","351.0","661.0","5.0","43.0","1.0","38.0","346.0","76.0","411.0","230.0","40.0","0.0","19.0","11.0","14.0","3.0","262.0","1.0","0.0","0.0","0.0","2.0","15.0","1.0","31.0","2.0","1230.0","121.0","242.0","127.0","1099.0","229.0","61.0","76.0","15164.0","3778.0","2521.0","6970.0","833.0","36.0","1060.0","1006.0","4248.0","8.0","207.0","875.0","1068.0","109.0","1187.0","88.0","513.0","323.0","244.0","331.0","208.0","1547.0","8499.0","87.0","276.0","1072.0","1252.0","340.0","4.0","239.0","1198.0","625.0","1598.0","914.0","495.0","1622.0","0.0","1.0","68520.0","0.0","2710.0","0.0","0.0","0.0","0.0","0.0","0.0","2710.0","71230.0","0.0","2710.0","71230.0","-13466.0","-10756.0","57764.0"
